ekip_adi,islem_tipi,tarih,saat,talimat_adet
Ankara Ekip,Mevduat,2024-03-27,6,2
İstanbul Ekip,Mevduat,2024-03-27,7,8
Ankara Ekip,Mevduat,2024-03-27,7,3
İstanbul Ekip,Mevduat,2024-03-27,8,1
İstanbul Ekip,Mevduat,2024-03-27,9,22
Ankara Ekip,Mevduat,2024-03-27,9,12
İstanbul Ekip,Mevduat,2024-03-27,10,6
Ankara Ekip,Mevduat,2024-03-27,10,7
İstanbul Ekip,Mevduat,2024-03-27,11,18
Ankara Ekip,Mevduat,2024-03-27,11,14
İstanbul Ekip,Mevduat,2024-03-27,12,4
Ankara Ekip,Mevduat,2024-03-27,12,8
İstanbul Ekip,Mevduat,2024-03-27,13,18
Ankara Ekip,Mevduat,2024-03-27,13,11
İstanbul Ekip,Mevduat,2024-03-27,15,20
Ankara Ekip,Mevduat,2024-03-27,15,7
İstanbul Ekip,Mevduat,2024-03-27,16,3
Ankara Ekip,Mevduat,2024-03-27,16,1
İstanbul Ekip,Mevduat,2024-03-27,18,3
Ankara Ekip,Mevduat,2024-03-27,18,1
İstanbul Ekip,Mevduat,2024-03-27,19,6
Ankara Ekip,Mevduat,2024-03-27,19,8
İstanbul Ekip,Mevduat,2024-03-27,20,3
Ankara Ekip,Mevduat,2024-03-27,20,5
Ankara Ekip,Mevduat,2024-03-28,1,1
İstanbul Ekip,Mevduat,2024-03-28,4,8
Ankara Ekip,Mevduat,2024-03-28,4,2
İstanbul Ekip,Mevduat,2024-03-28,7,5
Ankara Ekip,Mevduat,2024-03-28,7,7
İstanbul Ekip,Mevduat,2024-03-28,8,18
Ankara Ekip,Mevduat,2024-03-28,8,6
İstanbul Ekip,Mevduat,2024-03-28,9,2
Ankara Ekip,Mevduat,2024-03-28,9,3
İstanbul Ekip,Mevduat,2024-03-28,10,23
Ankara Ekip,Mevduat,2024-03-28,10,17
İstanbul Ekip,Mevduat,2024-03-28,11,1
Ankara Ekip,Mevduat,2024-03-28,11,3
İstanbul Ekip,Mevduat,2024-03-28,12,12
Ankara Ekip,Mevduat,2024-03-28,12,6
İstanbul Ekip,Mevduat,2024-03-28,13,3
Ankara Ekip,Mevduat,2024-03-28,13,4
İstanbul Ekip,Mevduat,2024-03-28,14,3
Ankara Ekip,Mevduat,2024-03-28,14,1
İstanbul Ekip,Mevduat,2024-03-28,15,5
Ankara Ekip,Mevduat,2024-03-28,15,3
İstanbul Ekip,Mevduat,2024-03-28,16,1
Ankara Ekip,Mevduat,2024-03-28,16,8
İstanbul Ekip,Mevduat,2024-03-28,17,3
Ankara Ekip,Mevduat,2024-03-28,17,2
İstanbul Ekip,Mevduat,2024-03-28,18,12
Ankara Ekip,Mevduat,2024-03-28,18,5
İstanbul Ekip,Mevduat,2024-03-28,19,4
Ankara Ekip,Mevduat,2024-03-28,19,4
İstanbul Ekip,Mevduat,2024-03-29,2,1
İstanbul Ekip,Mevduat,2024-03-29,3,4
Ankara Ekip,Mevduat,2024-03-29,3,1
İstanbul Ekip,Mevduat,2024-03-29,4,1
İstanbul Ekip,Mevduat,2024-03-29,7,9
Ankara Ekip,Mevduat,2024-03-29,7,1
İstanbul Ekip,Mevduat,2024-03-29,8,4
Ankara Ekip,Mevduat,2024-03-29,8,5
İstanbul Ekip,Mevduat,2024-03-29,9,6
Ankara Ekip,Mevduat,2024-03-29,9,2
İstanbul Ekip,Mevduat,2024-03-29,10,2
Ankara Ekip,Mevduat,2024-03-29,10,3
İstanbul Ekip,Mevduat,2024-03-29,11,8
Ankara Ekip,Mevduat,2024-03-29,11,3
İstanbul Ekip,Mevduat,2024-03-29,12,4
İstanbul Ekip,Mevduat,2024-03-29,13,1
Ankara Ekip,Mevduat,2024-03-29,13,2
İstanbul Ekip,Mevduat,2024-03-29,14,7
Ankara Ekip,Mevduat,2024-03-29,14,10
İstanbul Ekip,Mevduat,2024-03-29,16,2
İstanbul Ekip,Mevduat,2024-04-01,0,1
Ankara Ekip,Mevduat,2024-04-01,0,1
Ankara Ekip,Mevduat,2024-04-01,1,1
İstanbul Ekip,Mevduat,2024-04-01,3,2
Ankara Ekip,Mevduat,2024-04-01,4,1
İstanbul Ekip,Mevduat,2024-04-01,6,1
İstanbul Ekip,Mevduat,2024-04-01,7,5
Ankara Ekip,Mevduat,2024-04-01,7,8
İstanbul Ekip,Mevduat,2024-04-01,8,9
Ankara Ekip,Mevduat,2024-04-01,8,11
İstanbul Ekip,Mevduat,2024-04-01,9,8
Ankara Ekip,Mevduat,2024-04-01,9,13
İstanbul Ekip,Mevduat,2024-04-01,10,7
Ankara Ekip,Mevduat,2024-04-01,10,6
İstanbul Ekip,Mevduat,2024-04-01,11,25
Ankara Ekip,Mevduat,2024-04-01,11,15
İstanbul Ekip,Mevduat,2024-04-01,12,9
Ankara Ekip,Mevduat,2024-04-01,12,6
İstanbul Ekip,Mevduat,2024-04-01,13,10
Ankara Ekip,Mevduat,2024-04-01,13,8
İstanbul Ekip,Mevduat,2024-04-01,14,20
Ankara Ekip,Mevduat,2024-04-01,14,18
İstanbul Ekip,Mevduat,2024-04-01,15,49
Ankara Ekip,Mevduat,2024-04-01,15,29
İstanbul Ekip,Mevduat,2024-04-01,16,4
Ankara Ekip,Mevduat,2024-04-01,16,9
İstanbul Ekip,Mevduat,2024-04-01,18,4
Ankara Ekip,Mevduat,2024-04-01,18,5
İstanbul Ekip,Mevduat,2024-04-01,19,17
Ankara Ekip,Mevduat,2024-04-01,19,4
İstanbul Ekip,Mevduat,2024-04-01,21,5
İstanbul Ekip,Mevduat,2024-04-02,4,1
Ankara Ekip,Mevduat,2024-04-02,5,1
Ankara Ekip,Mevduat,2024-04-02,6,1
İstanbul Ekip,Mevduat,2024-04-02,7,2
İstanbul Ekip,Mevduat,2024-04-02,8,3
Ankara Ekip,Mevduat,2024-04-02,8,4
İstanbul Ekip,Mevduat,2024-04-02,9,14
Ankara Ekip,Mevduat,2024-04-02,9,7
İstanbul Ekip,Mevduat,2024-04-02,10,10
Ankara Ekip,Mevduat,2024-04-02,10,9
İstanbul Ekip,Mevduat,2024-04-02,11,7
Ankara Ekip,Mevduat,2024-04-02,11,2
İstanbul Ekip,Mevduat,2024-04-02,12,9
Ankara Ekip,Mevduat,2024-04-02,12,9
İstanbul Ekip,Mevduat,2024-04-02,13,1
İstanbul Ekip,Mevduat,2024-04-02,14,6
Ankara Ekip,Mevduat,2024-04-02,14,1
İstanbul Ekip,Mevduat,2024-04-02,15,3
Ankara Ekip,Mevduat,2024-04-02,15,3
İstanbul Ekip,Mevduat,2024-04-02,16,10
Ankara Ekip,Mevduat,2024-04-02,16,9
İstanbul Ekip,Mevduat,2024-04-02,17,4
Ankara Ekip,Mevduat,2024-04-02,17,3
İstanbul Ekip,Mevduat,2024-04-02,18,1
İstanbul Ekip,Mevduat,2024-04-03,7,5
Ankara Ekip,Mevduat,2024-04-03,7,8
İstanbul Ekip,Mevduat,2024-04-03,8,10
Ankara Ekip,Mevduat,2024-04-03,8,5
İstanbul Ekip,Mevduat,2024-04-03,9,8
Ankara Ekip,Mevduat,2024-04-03,9,2
İstanbul Ekip,Mevduat,2024-04-03,10,10
Ankara Ekip,Mevduat,2024-04-03,10,6
İstanbul Ekip,Mevduat,2024-04-03,11,2
Ankara Ekip,Mevduat,2024-04-03,11,2
İstanbul Ekip,Mevduat,2024-04-03,12,7
Ankara Ekip,Mevduat,2024-04-03,12,7
İstanbul Ekip,Mevduat,2024-04-03,13,8
Ankara Ekip,Mevduat,2024-04-03,13,3
İstanbul Ekip,Mevduat,2024-04-03,14,4
Ankara Ekip,Mevduat,2024-04-03,14,1
İstanbul Ekip,Mevduat,2024-04-03,15,4
Ankara Ekip,Mevduat,2024-04-03,15,7
İstanbul Ekip,Mevduat,2024-04-03,16,4
İstanbul Ekip,Mevduat,2024-04-03,17,2
Ankara Ekip,Mevduat,2024-04-03,17,1
İstanbul Ekip,Mevduat,2024-04-03,18,4
Ankara Ekip,Mevduat,2024-04-03,18,2
İstanbul Ekip,Mevduat,2024-04-03,19,2
İstanbul Ekip,Mevduat,2024-04-04,3,1
İstanbul Ekip,Mevduat,2024-04-04,6,2
İstanbul Ekip,Mevduat,2024-04-04,7,2
İstanbul Ekip,Mevduat,2024-04-04,8,4
Ankara Ekip,Mevduat,2024-04-04,8,5
İstanbul Ekip,Mevduat,2024-04-04,9,6
Ankara Ekip,Mevduat,2024-04-04,9,5
İstanbul Ekip,Mevduat,2024-04-04,10,9
Ankara Ekip,Mevduat,2024-04-04,10,10
İstanbul Ekip,Mevduat,2024-04-04,11,5
Ankara Ekip,Mevduat,2024-04-04,11,4
İstanbul Ekip,Mevduat,2024-04-04,12,8
Ankara Ekip,Mevduat,2024-04-04,12,3
İstanbul Ekip,Mevduat,2024-04-04,13,9
Ankara Ekip,Mevduat,2024-04-04,13,7
İstanbul Ekip,Mevduat,2024-04-04,14,3
İstanbul Ekip,Mevduat,2024-04-04,15,16
Ankara Ekip,Mevduat,2024-04-04,15,7
İstanbul Ekip,Mevduat,2024-04-04,16,3
Ankara Ekip,Mevduat,2024-04-04,16,4
İstanbul Ekip,Mevduat,2024-04-04,17,2
İstanbul Ekip,Mevduat,2024-04-04,18,5
Ankara Ekip,Mevduat,2024-04-04,18,4
İstanbul Ekip,Mevduat,2024-04-04,20,1
Ankara Ekip,Mevduat,2024-04-04,20,1
İstanbul Ekip,Mevduat,2024-04-04,21,11
Ankara Ekip,Mevduat,2024-04-04,21,6
Ankara Ekip,Mevduat,2024-04-04,23,1
İstanbul Ekip,Mevduat,2024-04-05,1,2
Ankara Ekip,Mevduat,2024-04-05,1,1
İstanbul Ekip,Mevduat,2024-04-05,5,2
İstanbul Ekip,Mevduat,2024-04-05,6,2
Ankara Ekip,Mevduat,2024-04-05,6,1
İstanbul Ekip,Mevduat,2024-04-05,7,3
Ankara Ekip,Mevduat,2024-04-05,7,2
İstanbul Ekip,Mevduat,2024-04-05,8,43
Ankara Ekip,Mevduat,2024-04-05,8,21
İstanbul Ekip,Mevduat,2024-04-05,9,10
Ankara Ekip,Mevduat,2024-04-05,9,5
İstanbul Ekip,Mevduat,2024-04-05,10,8
Ankara Ekip,Mevduat,2024-04-05,10,4
İstanbul Ekip,Mevduat,2024-04-05,11,6
Ankara Ekip,Mevduat,2024-04-05,11,10
İstanbul Ekip,Mevduat,2024-04-05,12,5
Ankara Ekip,Mevduat,2024-04-05,12,3
Ankara Ekip,Mevduat,2024-04-05,13,5
İstanbul Ekip,Mevduat,2024-04-05,14,19
Ankara Ekip,Mevduat,2024-04-05,14,7
İstanbul Ekip,Mevduat,2024-04-05,15,13
Ankara Ekip,Mevduat,2024-04-05,15,5
İstanbul Ekip,Mevduat,2024-04-05,16,3
Ankara Ekip,Mevduat,2024-04-05,16,2
İstanbul Ekip,Mevduat,2024-04-05,17,16
Ankara Ekip,Mevduat,2024-04-05,17,5
İstanbul Ekip,Mevduat,2024-04-05,18,1
İstanbul Ekip,Mevduat,2024-04-05,22,2
Ankara Ekip,Mevduat,2024-04-05,22,2
İstanbul Ekip,Mevduat,2024-04-08,7,4
Ankara Ekip,Mevduat,2024-04-08,7,1
İstanbul Ekip,Mevduat,2024-04-08,8,23
Ankara Ekip,Mevduat,2024-04-08,8,8
İstanbul Ekip,Mevduat,2024-04-08,9,3
Ankara Ekip,Mevduat,2024-04-08,9,3
İstanbul Ekip,Mevduat,2024-04-08,10,17
Ankara Ekip,Mevduat,2024-04-08,10,23
İstanbul Ekip,Mevduat,2024-04-08,11,8
Ankara Ekip,Mevduat,2024-04-08,11,1
İstanbul Ekip,Mevduat,2024-04-08,12,1
Ankara Ekip,Mevduat,2024-04-08,12,3
İstanbul Ekip,Mevduat,2024-04-08,13,5
Ankara Ekip,Mevduat,2024-04-08,13,5
İstanbul Ekip,Mevduat,2024-04-08,14,2
İstanbul Ekip,Mevduat,2024-04-08,16,21
Ankara Ekip,Mevduat,2024-04-08,16,5
İstanbul Ekip,Mevduat,2024-04-08,18,4
Ankara Ekip,Mevduat,2024-04-08,18,3
İstanbul Ekip,Mevduat,2024-04-08,19,1
Ankara Ekip,Mevduat,2024-04-08,21,1
İstanbul Ekip,Mevduat,2024-04-08,23,3
Ankara Ekip,Mevduat,2024-04-08,23,2
İstanbul Ekip,Mevduat,2024-04-09,5,3
Ankara Ekip,Mevduat,2024-04-09,5,2
İstanbul Ekip,Mevduat,2024-04-09,6,2
Ankara Ekip,Mevduat,2024-04-09,6,1
İstanbul Ekip,Mevduat,2024-04-09,7,3
İstanbul Ekip,Mevduat,2024-04-09,8,17
Ankara Ekip,Mevduat,2024-04-09,8,13
İstanbul Ekip,Mevduat,2024-04-09,9,17
Ankara Ekip,Mevduat,2024-04-09,9,14
İstanbul Ekip,Mevduat,2024-04-09,10,10
Ankara Ekip,Mevduat,2024-04-09,10,6
İstanbul Ekip,Mevduat,2024-04-09,11,5
Ankara Ekip,Mevduat,2024-04-09,11,5
İstanbul Ekip,Mevduat,2024-04-09,12,2
İstanbul Ekip,Mevduat,2024-04-09,13,12
Ankara Ekip,Mevduat,2024-04-09,13,8
İstanbul Ekip,Mevduat,2024-04-09,14,6
Ankara Ekip,Mevduat,2024-04-09,14,5
İstanbul Ekip,Mevduat,2024-04-09,17,3
Ankara Ekip,Mevduat,2024-04-09,17,4
İstanbul Ekip,Mevduat,2024-04-15,2,2
Ankara Ekip,Mevduat,2024-04-15,2,5
İstanbul Ekip,Mevduat,2024-04-15,6,4
Ankara Ekip,Mevduat,2024-04-15,6,1
İstanbul Ekip,Mevduat,2024-04-15,7,6
Ankara Ekip,Mevduat,2024-04-15,7,5
İstanbul Ekip,Mevduat,2024-04-15,8,5
Ankara Ekip,Mevduat,2024-04-15,8,4
İstanbul Ekip,Mevduat,2024-04-15,9,11
Ankara Ekip,Mevduat,2024-04-15,9,8
İstanbul Ekip,Mevduat,2024-04-15,10,13
Ankara Ekip,Mevduat,2024-04-15,10,10
İstanbul Ekip,Mevduat,2024-04-15,11,8
Ankara Ekip,Mevduat,2024-04-15,11,8
İstanbul Ekip,Mevduat,2024-04-15,12,5
Ankara Ekip,Mevduat,2024-04-15,12,6
İstanbul Ekip,Mevduat,2024-04-15,13,2
Ankara Ekip,Mevduat,2024-04-15,13,2
İstanbul Ekip,Mevduat,2024-04-15,14,16
Ankara Ekip,Mevduat,2024-04-15,14,15
İstanbul Ekip,Mevduat,2024-04-15,15,1
Ankara Ekip,Mevduat,2024-04-15,15,2
İstanbul Ekip,Mevduat,2024-04-15,16,1
Ankara Ekip,Mevduat,2024-04-15,16,3
İstanbul Ekip,Mevduat,2024-04-15,17,5
İstanbul Ekip,Mevduat,2024-04-15,18,6
Ankara Ekip,Mevduat,2024-04-15,18,3
İstanbul Ekip,Mevduat,2024-04-15,19,12
Ankara Ekip,Mevduat,2024-04-15,19,5
İstanbul Ekip,Mevduat,2024-04-15,21,1
İstanbul Ekip,Mevduat,2024-04-15,22,6
Ankara Ekip,Mevduat,2024-04-15,22,5
İstanbul Ekip,Mevduat,2024-04-16,4,1
İstanbul Ekip,Mevduat,2024-04-16,6,3
İstanbul Ekip,Mevduat,2024-04-16,7,3
Ankara Ekip,Mevduat,2024-04-16,7,2
İstanbul Ekip,Mevduat,2024-04-16,8,4
Ankara Ekip,Mevduat,2024-04-16,8,7
İstanbul Ekip,Mevduat,2024-04-16,9,5
Ankara Ekip,Mevduat,2024-04-16,9,4
İstanbul Ekip,Mevduat,2024-04-16,10,3
Ankara Ekip,Mevduat,2024-04-16,10,3
İstanbul Ekip,Mevduat,2024-04-16,11,4
İstanbul Ekip,Mevduat,2024-04-16,12,1
Ankara Ekip,Mevduat,2024-04-16,12,3
İstanbul Ekip,Mevduat,2024-04-16,13,9
Ankara Ekip,Mevduat,2024-04-16,13,2
İstanbul Ekip,Mevduat,2024-04-16,14,6
Ankara Ekip,Mevduat,2024-04-16,14,4
İstanbul Ekip,Mevduat,2024-04-16,15,4
Ankara Ekip,Mevduat,2024-04-16,15,2
İstanbul Ekip,Mevduat,2024-04-16,16,5
Ankara Ekip,Mevduat,2024-04-16,16,6
Ankara Ekip,Mevduat,2024-04-16,17,1
İstanbul Ekip,Mevduat,2024-04-16,19,5
Ankara Ekip,Mevduat,2024-04-16,19,4
İstanbul Ekip,Mevduat,2024-04-16,22,2
Ankara Ekip,Mevduat,2024-04-16,22,2
İstanbul Ekip,Mevduat,2024-04-17,6,1
Ankara Ekip,Mevduat,2024-04-17,6,1
İstanbul Ekip,Mevduat,2024-04-17,7,8
Ankara Ekip,Mevduat,2024-04-17,7,4
İstanbul Ekip,Mevduat,2024-04-17,8,4
Ankara Ekip,Mevduat,2024-04-17,8,5
İstanbul Ekip,Mevduat,2024-04-17,9,2
Ankara Ekip,Mevduat,2024-04-17,9,2
İstanbul Ekip,Mevduat,2024-04-17,10,5
Ankara Ekip,Mevduat,2024-04-17,10,5
İstanbul Ekip,Mevduat,2024-04-17,11,7
Ankara Ekip,Mevduat,2024-04-17,11,10
İstanbul Ekip,Mevduat,2024-04-17,12,3
Ankara Ekip,Mevduat,2024-04-17,12,3
İstanbul Ekip,Mevduat,2024-04-17,13,4
İstanbul Ekip,Mevduat,2024-04-17,14,5
Ankara Ekip,Mevduat,2024-04-17,14,3
İstanbul Ekip,Mevduat,2024-04-17,15,18
Ankara Ekip,Mevduat,2024-04-17,15,7
İstanbul Ekip,Mevduat,2024-04-17,16,5
Ankara Ekip,Mevduat,2024-04-17,16,2
İstanbul Ekip,Mevduat,2024-04-17,17,1
Ankara Ekip,Mevduat,2024-04-17,17,1
İstanbul Ekip,Mevduat,2024-04-17,18,1
İstanbul Ekip,Mevduat,2024-04-17,20,1
Ankara Ekip,Mevduat,2024-04-17,20,1
İstanbul Ekip,Mevduat,2024-04-17,22,1
İstanbul Ekip,Mevduat,2024-04-18,3,2
Ankara Ekip,Mevduat,2024-04-18,3,4
Ankara Ekip,Mevduat,2024-04-18,4,1
İstanbul Ekip,Mevduat,2024-04-18,6,1
İstanbul Ekip,Mevduat,2024-04-18,7,17
Ankara Ekip,Mevduat,2024-04-18,7,3
İstanbul Ekip,Mevduat,2024-04-18,8,2
İstanbul Ekip,Mevduat,2024-04-18,9,4
Ankara Ekip,Mevduat,2024-04-18,9,6
İstanbul Ekip,Mevduat,2024-04-18,10,20
Ankara Ekip,Mevduat,2024-04-18,10,9
İstanbul Ekip,Mevduat,2024-04-18,11,7
Ankara Ekip,Mevduat,2024-04-18,11,3
İstanbul Ekip,Mevduat,2024-04-18,12,1
Ankara Ekip,Mevduat,2024-04-18,12,4
İstanbul Ekip,Mevduat,2024-04-18,13,1
Ankara Ekip,Mevduat,2024-04-18,13,1
İstanbul Ekip,Mevduat,2024-04-18,14,6
Ankara Ekip,Mevduat,2024-04-18,14,5
İstanbul Ekip,Mevduat,2024-04-18,15,7
Ankara Ekip,Mevduat,2024-04-18,15,1
Ankara Ekip,Mevduat,2024-04-18,16,5
İstanbul Ekip,Mevduat,2024-04-18,17,2
Ankara Ekip,Mevduat,2024-04-18,17,2
Ankara Ekip,Mevduat,2024-04-18,18,1
İstanbul Ekip,Mevduat,2024-04-19,3,1
Ankara Ekip,Mevduat,2024-04-19,3,1
Ankara Ekip,Mevduat,2024-04-19,5,1
İstanbul Ekip,Mevduat,2024-04-19,6,3
Ankara Ekip,Mevduat,2024-04-19,6,2
İstanbul Ekip,Mevduat,2024-04-19,7,4
Ankara Ekip,Mevduat,2024-04-19,7,5
İstanbul Ekip,Mevduat,2024-04-19,8,12
Ankara Ekip,Mevduat,2024-04-19,8,13
İstanbul Ekip,Mevduat,2024-04-19,9,11
Ankara Ekip,Mevduat,2024-04-19,9,8
İstanbul Ekip,Mevduat,2024-04-19,10,10
Ankara Ekip,Mevduat,2024-04-19,10,9
İstanbul Ekip,Mevduat,2024-04-19,11,2
Ankara Ekip,Mevduat,2024-04-19,11,3
İstanbul Ekip,Mevduat,2024-04-19,12,13
Ankara Ekip,Mevduat,2024-04-19,12,6
İstanbul Ekip,Mevduat,2024-04-19,13,1
Ankara Ekip,Mevduat,2024-04-19,13,1
İstanbul Ekip,Mevduat,2024-04-19,14,4
Ankara Ekip,Mevduat,2024-04-19,14,4
İstanbul Ekip,Mevduat,2024-04-19,15,10
Ankara Ekip,Mevduat,2024-04-19,15,3
İstanbul Ekip,Mevduat,2024-04-19,16,7
Ankara Ekip,Mevduat,2024-04-19,16,4
İstanbul Ekip,Mevduat,2024-04-19,17,10
Ankara Ekip,Mevduat,2024-04-19,17,11
İstanbul Ekip,Mevduat,2024-04-19,21,9
Ankara Ekip,Mevduat,2024-04-19,21,2
İstanbul Ekip,Mevduat,2024-04-22,1,3
Ankara Ekip,Mevduat,2024-04-22,1,2
İstanbul Ekip,Mevduat,2024-04-22,2,3
İstanbul Ekip,Mevduat,2024-04-22,3,1
İstanbul Ekip,Mevduat,2024-04-22,5,1
İstanbul Ekip,Mevduat,2024-04-22,6,1
Ankara Ekip,Mevduat,2024-04-22,6,5
İstanbul Ekip,Mevduat,2024-04-22,7,7
Ankara Ekip,Mevduat,2024-04-22,7,6
İstanbul Ekip,Mevduat,2024-04-22,8,11
Ankara Ekip,Mevduat,2024-04-22,8,6
İstanbul Ekip,Mevduat,2024-04-22,9,15
Ankara Ekip,Mevduat,2024-04-22,9,9
İstanbul Ekip,Mevduat,2024-04-22,10,7
Ankara Ekip,Mevduat,2024-04-22,10,4
İstanbul Ekip,Mevduat,2024-04-22,11,18
Ankara Ekip,Mevduat,2024-04-22,11,18
İstanbul Ekip,Mevduat,2024-04-22,12,7
Ankara Ekip,Mevduat,2024-04-22,12,2
İstanbul Ekip,Mevduat,2024-04-22,13,2
Ankara Ekip,Mevduat,2024-04-22,13,1
İstanbul Ekip,Mevduat,2024-04-22,14,1
Ankara Ekip,Mevduat,2024-04-22,14,3
İstanbul Ekip,Mevduat,2024-04-22,15,4
Ankara Ekip,Mevduat,2024-04-22,15,3
İstanbul Ekip,Mevduat,2024-04-22,16,3
İstanbul Ekip,Mevduat,2024-04-22,17,8
Ankara Ekip,Mevduat,2024-04-22,17,8
İstanbul Ekip,Mevduat,2024-04-22,19,1
İstanbul Ekip,Mevduat,2024-04-22,20,1
Ankara Ekip,Mevduat,2024-04-22,20,1
Ankara Ekip,Mevduat,2024-04-24,5,1
Ankara Ekip,Mevduat,2024-04-24,7,4
İstanbul Ekip,Mevduat,2024-04-24,8,5
Ankara Ekip,Mevduat,2024-04-24,8,6
İstanbul Ekip,Mevduat,2024-04-24,9,5
Ankara Ekip,Mevduat,2024-04-24,9,4
İstanbul Ekip,Mevduat,2024-04-24,10,15
Ankara Ekip,Mevduat,2024-04-24,10,13
İstanbul Ekip,Mevduat,2024-04-24,11,9
Ankara Ekip,Mevduat,2024-04-24,11,10
İstanbul Ekip,Mevduat,2024-04-24,12,7
Ankara Ekip,Mevduat,2024-04-24,12,4
İstanbul Ekip,Mevduat,2024-04-24,13,11
Ankara Ekip,Mevduat,2024-04-24,13,6
İstanbul Ekip,Mevduat,2024-04-24,14,6
Ankara Ekip,Mevduat,2024-04-24,14,1
İstanbul Ekip,Mevduat,2024-04-24,15,1
Ankara Ekip,Mevduat,2024-04-24,15,2
İstanbul Ekip,Mevduat,2024-04-24,16,14
Ankara Ekip,Mevduat,2024-04-24,16,9
İstanbul Ekip,Mevduat,2024-04-24,17,2
Ankara Ekip,Mevduat,2024-04-24,17,2
İstanbul Ekip,Mevduat,2024-04-24,18,2
İstanbul Ekip,Mevduat,2024-04-25,6,2
İstanbul Ekip,Mevduat,2024-04-25,7,2
Ankara Ekip,Mevduat,2024-04-25,7,1
İstanbul Ekip,Mevduat,2024-04-25,8,4
Ankara Ekip,Mevduat,2024-04-25,8,4
İstanbul Ekip,Mevduat,2024-04-25,9,7
Ankara Ekip,Mevduat,2024-04-25,9,1
İstanbul Ekip,Mevduat,2024-04-25,10,14
Ankara Ekip,Mevduat,2024-04-25,10,11
İstanbul Ekip,Mevduat,2024-04-25,11,17
Ankara Ekip,Mevduat,2024-04-25,11,7
İstanbul Ekip,Mevduat,2024-04-25,12,8
Ankara Ekip,Mevduat,2024-04-25,12,6
İstanbul Ekip,Mevduat,2024-04-25,13,1
Ankara Ekip,Mevduat,2024-04-25,13,3
İstanbul Ekip,Mevduat,2024-04-25,14,6
Ankara Ekip,Mevduat,2024-04-25,14,3
İstanbul Ekip,Mevduat,2024-04-25,15,11
Ankara Ekip,Mevduat,2024-04-25,15,7
İstanbul Ekip,Mevduat,2024-04-25,16,4
Ankara Ekip,Mevduat,2024-04-25,16,5
İstanbul Ekip,Mevduat,2024-04-25,17,2
Ankara Ekip,Mevduat,2024-04-25,17,1
İstanbul Ekip,Mevduat,2024-04-25,18,5
Ankara Ekip,Mevduat,2024-04-25,18,3
İstanbul Ekip,Mevduat,2024-04-26,7,1
Ankara Ekip,Mevduat,2024-04-26,7,2
İstanbul Ekip,Mevduat,2024-04-26,8,11
Ankara Ekip,Mevduat,2024-04-26,8,6
İstanbul Ekip,Mevduat,2024-04-26,9,4
Ankara Ekip,Mevduat,2024-04-26,9,4
İstanbul Ekip,Mevduat,2024-04-26,10,5
Ankara Ekip,Mevduat,2024-04-26,10,1
İstanbul Ekip,Mevduat,2024-04-26,11,3
Ankara Ekip,Mevduat,2024-04-26,11,2
İstanbul Ekip,Mevduat,2024-04-26,12,6
Ankara Ekip,Mevduat,2024-04-26,12,5
İstanbul Ekip,Mevduat,2024-04-26,13,8
Ankara Ekip,Mevduat,2024-04-26,13,8
İstanbul Ekip,Mevduat,2024-04-26,14,2
Ankara Ekip,Mevduat,2024-04-26,14,3
İstanbul Ekip,Mevduat,2024-04-26,15,4
Ankara Ekip,Mevduat,2024-04-26,15,4
İstanbul Ekip,Mevduat,2024-04-26,16,5
Ankara Ekip,Mevduat,2024-04-26,16,2
Ankara Ekip,Mevduat,2024-04-26,17,1
İstanbul Ekip,Mevduat,2024-04-26,19,1
İstanbul Ekip,Mevduat,2024-04-26,20,2
Ankara Ekip,Mevduat,2024-04-26,20,1
İstanbul Ekip,Mevduat,2024-04-29,1,1
İstanbul Ekip,Mevduat,2024-04-29,7,3
Ankara Ekip,Mevduat,2024-04-29,7,2
İstanbul Ekip,Mevduat,2024-04-29,8,15
Ankara Ekip,Mevduat,2024-04-29,8,7
İstanbul Ekip,Mevduat,2024-04-29,9,5
Ankara Ekip,Mevduat,2024-04-29,9,3
İstanbul Ekip,Mevduat,2024-04-29,10,19
Ankara Ekip,Mevduat,2024-04-29,10,19
İstanbul Ekip,Mevduat,2024-04-29,11,11
Ankara Ekip,Mevduat,2024-04-29,11,4
İstanbul Ekip,Mevduat,2024-04-29,12,7
Ankara Ekip,Mevduat,2024-04-29,12,1
İstanbul Ekip,Mevduat,2024-04-29,13,8
Ankara Ekip,Mevduat,2024-04-29,13,10
İstanbul Ekip,Mevduat,2024-04-29,14,2
Ankara Ekip,Mevduat,2024-04-29,14,3
İstanbul Ekip,Mevduat,2024-04-29,15,9
Ankara Ekip,Mevduat,2024-04-29,15,7
İstanbul Ekip,Mevduat,2024-04-29,16,5
Ankara Ekip,Mevduat,2024-04-29,16,7
İstanbul Ekip,Mevduat,2024-04-29,17,3
İstanbul Ekip,Mevduat,2024-04-29,18,1
İstanbul Ekip,Mevduat,2024-04-29,19,7
Ankara Ekip,Mevduat,2024-04-29,19,3
İstanbul Ekip,Mevduat,2024-04-29,20,1
Ankara Ekip,Mevduat,2024-04-29,20,1
İstanbul Ekip,Mevduat,2024-04-30,1,2
Ankara Ekip,Mevduat,2024-04-30,1,5
İstanbul Ekip,Mevduat,2024-04-30,2,2
İstanbul Ekip,Mevduat,2024-04-30,5,2
Ankara Ekip,Mevduat,2024-04-30,5,2
